esr-tmp_freq, esr-tmp_data
3.057000000000000000e+09, -1.209999999999999964e-01
3.058000000000000000e+09, -1.020000000000000073e-01
3.059000000000000000e+09, -6.999999999999999278e-02
3.060000000000000000e+09, -3.700000000000000511e-02
3.061000000000000000e+09, -5.499999999999999334e-02
3.062000000000000000e+09, -6.800000000000000488e-02
3.063000000000000000e+09, -9.199999999999999845e-02
3.064000000000000000e+09, -6.899999999999999190e-02
3.065000000000000000e+09, -5.999999999999999778e-02
3.066000000000000000e+09, -6.899999999999999190e-02
3.067000000000000000e+09, -2.900000000000000494e-02
3.068000000000000000e+09, 7.000000000000000146e-03
3.069000000000000000e+09, 3.099999999999999978e-02
3.070000000000000000e+09, 4.599999999999999922e-02
3.071000000000000000e+09, 1.069999999999999840e-01
3.072000000000000000e+09, 1.199999999999999956e-01
3.073000000000000000e+09, 1.680000000000000104e-01
3.074000000000000000e+09, 1.970000000000000084e-01
3.075000000000000000e+09, 3.019999999999999907e-01
3.076000000000000000e+09, 3.930000000000000160e-01
3.077000000000000000e+09, 4.959999999999999964e-01
3.078000000000000000e+09, 5.929999999999999716e-01
3.079000000000000000e+09, 7.400000000000001021e-01
3.080000000000000000e+09, 9.390000000000000568e-01
3.081000000000000000e+09, 1.147000000000000020e+00
3.082000000000000000e+09, 1.377000000000000002e+00
3.083000000000000000e+09, 1.664000000000000146e+00
3.084000000000000000e+09, 2.037999999999999812e+00
3.085000000000000000e+09, 2.384999999999999787e+00
3.086000000000000000e+09, 2.699000000000000288e+00
3.087000000000000000e+09, 3.020999999999999464e+00
3.088000000000000000e+09, 3.285000000000000142e+00
3.089000000000000000e+09, 3.383000000000000007e+00
3.090000000000000000e+09, 3.338000000000000078e+00
3.091000000000000000e+09, 3.171000000000000263e+00
3.092000000000000000e+09, 2.854999999999999982e+00
3.093000000000000000e+09, 2.464999999999999858e+00
3.094000000000000000e+09, 2.046999999999999709e+00
3.095000000000000000e+09, 1.629000000000000004e+00
3.096000000000000000e+09, 1.294000000000000039e+00
3.097000000000000000e+09, 1.004999999999999893e+00
3.098000000000000000e+09, 7.489999999999999991e-01
3.099000000000000000e+09, 5.639999999999999458e-01
3.100000000000000000e+09, 3.699999999999999956e-01
3.101000000000000000e+09, 2.200000000000000011e-01
3.102000000000000000e+09, 1.990000000000000102e-01
3.103000000000000000e+09, 1.630000000000000060e-01
3.104000000000000000e+09, 9.700000000000000289e-02
3.105000000000000000e+09, 5.200000000000000455e-02
3.106000000000000000e+09, 1.000000000000000021e-03
3.107000000000000000e+09, -2.800000000000000058e-02
3.108000000000000000e+09, -1.040000000000000091e-01
3.109000000000000000e+09, -1.429999999999999882e-01
3.110000000000000000e+09, -1.099999999999999867e-01
3.111000000000000000e+09, -7.200000000000000844e-02
3.112000000000000000e+09, -9.900000000000000466e-02
3.113000000000000000e+09, -7.499999999999999722e-02
3.114000000000000000e+09, -3.599999999999999728e-02
3.115000000000000000e+09, -4.599999999999999922e-02
3.116000000000000000e+09, -1.020000000000000073e-01
3.117000000000000000e+09, -1.219999999999999973e-01
3.118000000000000000e+09, -1.320000000000000062e-01
3.119000000000000000e+09, -9.800000000000000377e-02
3.120000000000000000e+09, -5.100000000000000366e-02
3.121000000000000000e+09, -1.050000000000000100e-01
3.122000000000000000e+09, -9.600000000000000200e-02
3.123000000000000000e+09, -8.500000000000000611e-02
3.124000000000000000e+09, -6.500000000000000222e-02
3.125000000000000000e+09, -8.800000000000000877e-02
3.126000000000000000e+09, -8.799999999999999489e-02
3.127000000000000000e+09, -1.179999999999999938e-01
3.128000000000000000e+09, -8.999999999999999667e-02
3.129000000000000000e+09, -1.100000000000000144e-01
3.130000000000000000e+09, -1.290000000000000036e-01
3.131000000000000000e+09, -1.030000000000000082e-01
3.132000000000000000e+09, -1.459999999999999909e-01
3.133000000000000000e+09, -1.100000000000000144e-01
3.134000000000000000e+09, -1.000000000000000056e-01
3.135000000000000000e+09, -7.499999999999999722e-02
3.136000000000000000e+09, -3.799999999999999906e-02
3.137000000000000000e+09, -1.129999999999999893e-01
3.138000000000000000e+09, -1.640000000000000069e-01
3.139000000000000000e+09, -1.519999999999999962e-01
3.140000000000000000e+09, -1.420000000000000151e-01
3.141000000000000000e+09, -1.219999999999999973e-01
3.142000000000000000e+09, -1.290000000000000036e-01
3.143000000000000000e+09, -8.500000000000000611e-02
3.144000000000000000e+09, -1.070000000000000118e-01
3.145000000000000000e+09, -1.340000000000000080e-01
3.146000000000000000e+09, -1.499999999999999944e-01
3.147000000000000000e+09, -1.270000000000000018e-01
3.148000000000000000e+09, -1.000000000000000056e-01
3.149000000000000000e+09, -1.340000000000000080e-01
3.150000000000000000e+09, -1.310000000000000053e-01
3.151000000000000000e+09, -1.090000000000000135e-01
3.152000000000000000e+09, -1.050000000000000100e-01
3.153000000000000000e+09, -8.100000000000000255e-02
3.154000000000000000e+09, -8.000000000000000167e-02
3.155000000000000000e+09, -9.500000000000001499e-02
3.156000000000000000e+09, -1.040000000000000091e-01
3.157000000000000000e+09, -6.000000000000000472e-02
3.158000000000000000e+09, -7.200000000000000844e-02
3.159000000000000000e+09, -6.600000000000000311e-02
3.160000000000000000e+09, -1.149999999999999911e-01
3.161000000000000000e+09, -9.199999999999999845e-02
3.162000000000000000e+09, -1.219999999999999973e-01
3.163000000000000000e+09, -1.010000000000000064e-01
3.164000000000000000e+09, -5.799999999999999600e-02
3.165000000000000000e+09, -8.899999999999999578e-02
3.166000000000000000e+09, -1.420000000000000151e-01
3.167000000000000000e+09, -1.320000000000000062e-01
3.168000000000000000e+09, -1.189999999999999947e-01
3.169000000000000000e+09, -1.099999999999999867e-01
3.170000000000000000e+09, -9.600000000000000200e-02
3.171000000000000000e+09, -1.400000000000000133e-01
3.172000000000000000e+09, -1.610000000000000042e-01
3.173000000000000000e+09, -1.450000000000000178e-01
3.174000000000000000e+09, -1.380000000000000115e-01
3.175000000000000000e+09, -1.380000000000000115e-01
3.176000000000000000e+09, -1.140000000000000041e-01
3.177000000000000000e+09, -6.899999999999999190e-02
3.178000000000000000e+09, -1.410000000000000142e-01
3.179000000000000000e+09, -1.459999999999999909e-01
3.180000000000000000e+09, -1.489999999999999936e-01
3.181000000000000000e+09, -1.340000000000000080e-01
3.182000000000000000e+09, -1.139999999999999902e-01
3.183000000000000000e+09, -1.099999999999999867e-01
3.184000000000000000e+09, -1.410000000000000142e-01
3.185000000000000000e+09, -1.740000000000000158e-01
3.186000000000000000e+09, -1.380000000000000115e-01
3.187000000000000000e+09, -9.900000000000000466e-02
3.188000000000000000e+09, -9.600000000000001588e-02
3.189000000000000000e+09, -1.250000000000000000e-01
3.190000000000000000e+09, -1.260000000000000009e-01
3.191000000000000000e+09, -9.400000000000000022e-02
3.192000000000000000e+09, -8.300000000000000433e-02
3.193000000000000000e+09, -1.139999999999999902e-01
3.194000000000000000e+09, -1.360000000000000098e-01
3.195000000000000000e+09, -1.640000000000000069e-01
3.196000000000000000e+09, -1.010000000000000064e-01
3.197000000000000000e+09, -1.199999999999999956e-01
3.198000000000000000e+09, -1.149999999999999911e-01
3.199000000000000000e+09, -1.539999999999999980e-01
3.200000000000000000e+09, -1.539999999999999980e-01
3.201000000000000000e+09, -1.459999999999999909e-01
3.202000000000000000e+09, -1.410000000000000142e-01
3.203000000000000000e+09, -1.320000000000000062e-01
3.204000000000000000e+09, -1.239999999999999991e-01
3.205000000000000000e+09, -1.420000000000000151e-01
3.206000000000000000e+09, -1.710000000000000131e-01
3.207000000000000000e+09, -1.519999999999999962e-01
3.208000000000000000e+09, -1.300000000000000044e-01
3.209000000000000000e+09, -9.700000000000000289e-02
3.210000000000000000e+09, -9.800000000000001765e-02
3.211000000000000000e+09, -1.310000000000000053e-01
3.212000000000000000e+09, -1.090000000000000135e-01
3.213000000000000000e+09, -1.129999999999999893e-01
3.214000000000000000e+09, -1.179999999999999938e-01
3.215000000000000000e+09, -1.559999999999999998e-01
3.216000000000000000e+09, -1.780000000000000193e-01
3.217000000000000000e+09, -1.980000000000000093e-01
3.218000000000000000e+09, -1.519999999999999962e-01
3.219000000000000000e+09, -1.720000000000000140e-01
3.220000000000000000e+09, -1.239999999999999991e-01
3.221000000000000000e+09, -1.330000000000000071e-01
3.222000000000000000e+09, -1.620000000000000051e-01
3.223000000000000000e+09, -1.549999999999999989e-01
3.224000000000000000e+09, -1.210000000000000103e-01
3.225000000000000000e+09, -1.040000000000000091e-01
3.226000000000000000e+09, -1.010000000000000064e-01
3.227000000000000000e+09, -1.089999999999999997e-01
3.228000000000000000e+09, -8.200000000000000344e-02
3.229000000000000000e+09, -4.599999999999999922e-02
3.230000000000000000e+09, -1.330000000000000071e-01
3.231000000000000000e+09, -2.080000000000000182e-01
3.232000000000000000e+09, -2.670000000000000151e-01
3.233000000000000000e+09, -1.819999999999999951e-01
3.234000000000000000e+09, -1.310000000000000053e-01
3.235000000000000000e+09, -1.179999999999999938e-01
3.236000000000000000e+09, -1.280000000000000027e-01
3.237000000000000000e+09, -1.410000000000000142e-01
3.238000000000000000e+09, -1.450000000000000178e-01
3.239000000000000000e+09, -1.400000000000000133e-01
3.240000000000000000e+09, -1.539999999999999980e-01
3.241000000000000000e+09, -1.360000000000000098e-01
3.242000000000000000e+09, -1.450000000000000178e-01
3.243000000000000000e+09, -1.630000000000000060e-01
3.244000000000000000e+09, -1.600000000000000033e-01
3.245000000000000000e+09, -1.590000000000000024e-01
3.246000000000000000e+09, -1.109999999999999876e-01
3.247000000000000000e+09, -1.270000000000000018e-01
3.248000000000000000e+09, -1.149999999999999911e-01
3.249000000000000000e+09, -9.800000000000000377e-02
